"품목별(1)","품목별(2)",품목별(3),품목별(4),품목별(5),품목별(6),품목별(7),품목별(8),시점,생산지수,생산금액 (십억원)
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1979,25.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1980,21.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1981,17.1,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1982,37.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1983,18.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1984,28.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1985,38.1,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1986,41.3,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1987,29.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1988,38.8,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1989,42.1,22.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1990,42.1,32.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1991,58.0,27.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1992,51.5,23.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1993,42.7,21.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1994,49.3,46.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1995,76.4,49.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1996,78.3,48.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1997,55.0,35.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1998,55.3,60.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,1999,62.7,79.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2000,79.1,62.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2001,98.5,46.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2002,75.7,58.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2003,82.2,78.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2004,84.7,74.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2005,84.7,52.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2006,97.1,71.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2007,93.6,90.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2008,92.6,97.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2009,93.2,104.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2010,73.8,109.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2011,107.6,192.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2012,88.5,155.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2013,91.7,156.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2014,110.9,128.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2015,92.9,131.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2016,99.0,191.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2017,96.6,162.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2018,108.5,172.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2019,95.8,112.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2020,91.5,216.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2021,112.7,138.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,양배추,2022,93.2,176.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1965,33.0,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1966,35.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1967,35.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1968,32.0,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1969,159.0,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1970,135.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1971,160.9,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1972,130.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1973,125.8,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1974,125.6,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1975,122.8,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1976,134.5,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1977,204.0,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1978,247.1,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1979,311.6,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1980,302.2,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1981,344.8,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1982,192.9,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1983,190.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1984,301.6,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1985,316.2,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1986,259.5,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1987,249.5,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1988,285.1,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1989,200.6,20.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1990,151.9,15.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1991,227.8,20.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1992,217.9,13.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1993,304.9,20.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1994,252.5,24.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1995,231.8,25.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1996,237.8,39.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1997,284.2,44.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1998,217.9,34.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,1999,196.1,28.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2000,253.4,45.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2001,273.3,47.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2002,220.0,47.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2003,207.2,49.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2004,231.1,36.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2005,216.2,34.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2006,219.5,49.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2007,165.2,36.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2008,180.2,46.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2009,184.8,69.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2010,161.3,84.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2011,191.4,81.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2012,188.9,110.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2013,194.2,95.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2014,160.5,68.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2015,149.2,78.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2016,130.6,85.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2017,109.7,59.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2018,127.1,84.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2019,122.0,71.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2020,104.6,67.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2021,73.4,54.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,시금치,2022,97.1,79.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1965,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1966,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1967,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1968,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1969,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1970,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1971,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1972,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1973,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1974,107.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1975,107.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1976,137.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1977,189.5,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1978,198.1,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1979,365.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1980,378.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1981,315.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1982,287.8,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1983,314.8,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1984,424.3,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1985,351.9,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1986,395.6,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1987,313.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1988,348.9,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1989,294.4,14.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1990,302.1,19.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1991,298.5,20.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1992,302.7,21.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1993,383.0,30.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1994,303.9,33.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1995,361.0,40.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1996,266.2,34.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1997,285.4,38.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1998,277.9,30.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,1999,300.6,35.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2000,257.6,47.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2001,195.2,41.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2002,239.0,54.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2003,260.7,66.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2004,259.7,53.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2005,212.7,25.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2006,228.2,34.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2007,169.4,30.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2008,167.7,47.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2009,153.8,60.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2010,102.0,60.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2011,120.5,53.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2012,110.7,53.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2013,99.7,41.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2014,134.5,50.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2015,129.0,54.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2016,98.7,48.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2017,108.8,45.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2018,102.4,46.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2019,89.2,39.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2020,107.5,49.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2021,103.2,61.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,상추,2022,113.0,60.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1965,46.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1966,31.5,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1967,35.2,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1968,38.9,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1969,79.5,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1970,74.0,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1971,80.2,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1972,76.6,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1973,79.5,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1974,71.2,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1975,79.2,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1976,78.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1977,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1978,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1979,52.4,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1980,56.6,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1981,48.8,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1982,41.0,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1983,92.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1984,133.5,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1985,190.1,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1986,191.2,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1987,218.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1988,238.7,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1989,259.0,10.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1990,223.8,11.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1991,247.6,8.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1992,129.7,4.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1993,257.5,13.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1994,263.3,18.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1995,511.2,60.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1996,580.2,86.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1997,512.3,79.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1998,527.5,79.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,1999,317.6,53.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2000,189.6,25.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2001,169.5,31.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2002,215.3,57.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2003,355.2,76.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2004,302.2,52.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2005,269.1,33.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2006,253.6,34.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2007,268.7,36.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2008,243.3,83.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2009,219.4,76.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2010,185.6,77.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2011,217.1,88.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2012,204.1,91.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2013,208.9,121.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2014,166.1,98.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2015,164.4,53.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2016,134.0,48.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2017,94.1,28.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2018,98.1,34.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2019,97.4,28.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2020,97.1,32.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2021,105.5,53.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,미나리,2022,110.7,64.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1965,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1966,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1967,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1968,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1969,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1970,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1971,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1972,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1973,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1974,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1975,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1976,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1977,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1978,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1979,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1980,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1981,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1982,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1983,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1984,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1985,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1986,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1987,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1988,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1989,58.7,1.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1990,59.3,1.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1991,69.1,1.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1992,75.4,1.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1993,87.9,2.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1994,185.4,6.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1995,170.7,5.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1996,251.0,12.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1997,196.9,8.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1998,212.3,6.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,1999,204.3,4.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2000,151.5,2.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2001,303.2,11.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2002,327.8,10.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2003,314.1,17.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2004,300.1,15.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2005,393.0,14.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2006,453.1,17.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2007,419.4,21.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2008,423.7,28.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2009,196.6,18.3
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2010,135.0,16.8
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2011,220.5,26.2
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2012,127.5,16.7
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2013,152.6,14.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2014,156.3,13.1
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2015,131.2,12.9
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2016,126.7,14.5
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2017,102.8,9.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2018,97.4,10.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2019,98.2,10.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2020,97.4,10.4
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2021,104.4,14.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,쑥갓,2022,93.4,14.6
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,부추,1965,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,부추,1966,-,0.0
"농림업","농업",농업총계,재배업,채소,엽채류,엽채류노지재배계,부추,1967,-,0.0
